epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,586.947,1.22805,1.21876,1.3529,0.78424,0.82667,0.83826,0.56938,1.11138,0.9785,1.23391,0.00130393,0.00130393,0.00130393
24,611.443,1.2377,1.19675,1.34349,0.71715,0.83927,0.81793,0.54493,1.11924,1.08445,1.2296,0.00128742,0.00128742,0.00128742
25,636.078,1.24235,1.20476,1.36015,0.75942,0.8756,0.87062,0.57656,1.12777,0.9595,1.27928,0.00127092,0.00127092,0.00127092
26,661.318,1.26473,1.17003,1.36253,0.80714,0.88078,0.90438,0.6152,1.11413,0.87802,1.21972,0.00125442,0.00125442,0.00125442
27,687.016,1.27449,1.19544,1.37051,0.78013,0.88047,0.87693,0.59672,1.08694,0.9302,1.23398,0.00123791,0.00123791,0.00123791
28,711.721,1.24415,1.15458,1.35979,0.84126,0.8566,0.88817,0.61195,1.09043,0.84331,1.21475,0.00122141,0.00122141,0.00122141
29,736.966,1.2274,1.18354,1.34449,0.7978,0.86232,0.89139,0.57733,1.14736,0.87753,1.25378,0.00120491,0.00120491,0.00120491
30,761.872,1.21337,1.15709,1.34064,0.78766,0.89517,0.86371,0.59335,1.09395,0.86608,1.21295,0.0011884,0.0011884,0.0011884
31,786.855,1.18948,1.11256,1.31608,0.76381,0.87386,0.89757,0.61895,1.10401,0.87474,1.23207,0.0011719,0.0011719,0.0011719
32,811.918,1.23769,1.10152,1.34243,0.82531,0.86278,0.88592,0.61534,1.05859,0.85469,1.20861,0.0011554,0.0011554,0.0011554
33,836.919,1.23451,1.10659,1.35119,0.81776,0.87742,0.88751,0.60543,1.08513,0.80924,1.1825,0.00113889,0.00113889,0.00113889
34,861.842,1.21568,1.10164,1.30878,0.79145,0.9075,0.90029,0.63447,1.04371,0.81059,1.19408,0.00112239,0.00112239,0.00112239
35,886.722,1.17626,1.10183,1.31095,0.85205,0.88916,0.91151,0.64206,1.05914,0.78705,1.18363,0.00110589,0.00110589,0.00110589
36,911.548,1.18068,1.03716,1.31194,0.84077,0.91311,0.91373,0.63115,1.04464,0.751,1.19637,0.00108938,0.00108938,0.00108938
37,936.484,1.20694,1.07949,1.32238,0.78182,0.89824,0.90701,0.63467,1.06505,0.83703,1.19715,0.00107288,0.00107288,0.00107288
38,961.806,1.18694,1.0441,1.32637,0.84698,0.8809,0.92083,0.65884,1.04679,0.7516,1.18187,0.00105638,0.00105638,0.00105638
39,987.034,1.18946,1.07247,1.32774,0.83613,0.86463,0.8986,0.62031,1.08797,0.80744,1.21829,0.00103987,0.00103987,0.00103987
40,1012.08,1.19693,1.0758,1.31241,0.80556,0.90579,0.90769,0.65652,1.03555,0.77614,1.16847,0.00102337,0.00102337,0.00102337
41,1037.03,1.176,1.04522,1.28953,0.86716,0.89821,0.92271,0.65577,1.03596,0.73001,1.15469,0.00100687,0.00100687,0.00100687
42,1061.98,1.14503,1.0388,1.28449,0.84463,0.85651,0.91206,0.64157,1.03926,0.77104,1.18437,0.000990365,0.000990365,0.000990365
43,1087.18,1.14715,1.02155,1.305,0.80988,0.90562,0.91196,0.64826,1.06397,0.77126,1.1988,0.000973861,0.000973861,0.000973861
44,1112.06,1.17998,1.02324,1.30238,0.83037,0.93814,0.91989,0.66416,1.03502,0.70334,1.15144,0.000957358,0.000957358,0.000957358
45,1136.98,1.14552,1.04102,1.29123,0.83777,0.90409,0.92858,0.67442,1.02055,0.71544,1.14329,0.000940855,0.000940855,0.000940855
46,1161.91,1.13135,0.96809,1.2773,0.85777,0.91047,0.9147,0.6493,1.03561,0.74559,1.17759,0.000924352,0.000924352,0.000924352
47,1186.79,1.17223,1.03875,1.31187,0.84058,0.90573,0.91106,0.64347,1.01737,0.75688,1.17108,0.000907848,0.000907848,0.000907848
48,1211.76,1.13449,0.99787,1.27632,0.86042,0.86847,0.92604,0.65347,1.04304,0.74484,1.15434,0.000891345,0.000891345,0.000891345
49,1236.72,1.15101,0.94612,1.2873,0.83868,0.89613,0.90697,0.64325,1.04576,0.75849,1.17134,0.000874842,0.000874842,0.000874842
50,1261.83,1.10124,0.95695,1.27513,0.85598,0.89061,0.92145,0.66508,1.02884,0.73369,1.15161,0.000858338,0.000858338,0.000858338
51,1286.91,1.10832,0.98459,1.26898,0.82445,0.91328,0.90279,0.65537,1.00968,0.73299,1.1553,0.000841835,0.000841835,0.000841835
52,1311.79,1.10559,0.97421,1.27191,0.81919,0.88946,0.90194,0.65233,1.01948,0.72836,1.16799,0.000825332,0.000825332,0.000825332
53,1336.87,1.13529,0.9549,1.28292,0.82964,0.89824,0.92559,0.66124,1.02102,0.73738,1.17486,0.000808828,0.000808828,0.000808828
54,1361.9,1.14269,1.00272,1.29301,0.857,0.89798,0.92272,0.66456,1.01755,0.71324,1.16014,0.000792325,0.000792325,0.000792325
55,1386.8,1.11736,0.95794,1.26776,0.83347,0.90458,0.92784,0.66447,1.01422,0.70822,1.19024,0.000775822,0.000775822,0.000775822
